"y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
0,0,46,1,0.022795441,5000,7,1,0,0,2
0,0.602933466,59,0,0.502241459,6468,9,0,2,0,1
0,0.00537936,71,0,0.025417258,9166,5,0,0,0,0
0,0.349987763,73,0,0.544565051,6540,7,0,2,0,0
0,0.529908855,46,0,0.229471316,8000,7,0,0,0,2
0,0.388773189,53,0,0.456694813,8289,7,0,1,0,1
0,0.268181931,57,0,0.265644022,4106,6,0,2,0,2
0,0,62,0,0.001537988,3250,8,0,0,0,1
0,0.001376462,43,0,0.202683277,4173,9,0,0,0,0
0,0.051706899,58,0,0.092508664,3750,5,0,0,0,0
0,0.297772162,65,0,0.696185515,5950,18,0,5,0,0
0,0.113797155,57,0,0.169338581,31250,5,0,2,0,0
0,0.000470212,76,0,0.272986351,6666,10,0,1,0,1
0,0.424122513,48,0,1.139342961,6300,12,0,3,0,0
1,0.515846562,42,0,2.270260747,2837,4,0,2,0,2
0,0.57658487,40,0,0.407246206,8500,12,0,2,0,3
0,0.012406259,36,0,0.272575808,3000,5,0,0,0,1
1,0.905472637,26,0,0.077568972,2500,2,0,0,0,0
0,0.607920972,69,0,0.465206959,3333,4,0,1,0,0
1,1.246073298,33,2,0.16495876,4000,5,1,0,0,0
0,0.170882912,35,0,0.532391362,3750,4,0,1,0,0
1,0.9999999,35,1,0.144234202,2800,1,0,0,0,1
0,0.145903584,59,0,0.479955662,5412,4,0,1,0,0
0,0.036562397,54,0,0.091764593,20933,8,0,1,0,2
0,0.111388861,25,0,0.025541366,1800,6,0,0,0,0
0,0,29,0,0.004373633,3200,1,0,0,0,0
0,1.013746563,43,1,0.165619646,1750,6,0,0,1,1
0,0.385287915,44,0,0.803811309,3200,13,0,1,0,3
0,0.092168216,74,0,0.035438552,7900,4,0,0,0,0
0,0.095059026,56,0,0.221755649,5000,9,0,1,0,0
0,0.026640861,49,0,0.379210953,5550,14,0,1,0,0
0,0.371749558,39,0,0.277538355,5800,18,0,1,0,0
0,0.565449895,34,1,0.154356607,3465,6,0,1,0,3
0,0.058764988,42,0,0.464818883,17750,21,0,2,0,0
0,0.834163366,49,1,0.572533484,5300,5,0,2,0,1
0,0.9999999,41,1,0.215949693,6996,1,0,1,0,0
0,0.023462917,41,0,0.532546745,10000,10,0,3,0,0
0,0.129801677,62,0,0.279582712,6709,11,0,2,0,0
0,0.092152105,54,0,0.78301338,5156,9,0,1,0,2
1,1.043827367,33,2,0.764004337,8300,10,0,3,0,0
0,0,38,0,1274,0,5,0,1,0,2
0,0.04014273,69,0,0.537348547,8500,25,0,3,0,0
0,0.748846876,32,0,0.588065909,6250,22,0,1,0,1
0,0.468256261,51,0,0.13722701,11950,11,0,2,0,4
0,0.862034491,43,1,0.03119688,10000,1,0,0,0,2
0,0.15916022,37,2,0.225850135,6645,14,1,0,0,1
0,0.34533701,44,0,0.200567021,30333,14,0,2,0,4
0,0.138601336,46,0,0.641245358,3500,23,0,2,0,0
0,0.87678673,59,0,1.438875306,1635,8,0,1,0,3
0,0.042534634,38,0,0.24735053,5000,6,0,1,0,0
0,0.791137461,38,0,2.825733916,1600,10,0,2,0,2
0,0.020886167,64,0,0.151551672,6637,10,0,1,0,3
0,0.435725142,73,0,0.363175676,2367,3,0,0,0,0
0,0.341863255,38,0,0.304628999,2937,3,0,1,0,1
0,0,43,0,0.416129749,4500,5,0,2,0,2
0,0.146142693,48,0,0.072462063,8500,6,0,0,0,4
0,0.218911244,29,0,0.128490401,4583,3,0,0,0,0
0,0.006046135,61,0,0.455007893,5700,9,0,2,0,2
0,0.091731453,42,0,0.238414634,6559,5,0,2,0,0
0,0.665333576,42,0,0.466266048,3660,4,0,1,0,0
0,1.043007807,47,2,0.416628805,2200,8,3,0,0,1
0,0.02369921,63,0,0.005725191,3667,3,0,0,0,0
0,0.148075883,66,0,0.43994622,6693,10,0,2,0,1
0,0.811925783,62,0,0.222164753,29000,14,0,2,0,0
0,0.9999999,23,0,0.334234234,1109,2,0,0,0,0
0,0,38,0,0.442869058,1198,6,0,0,0,0
0,0.591541406,54,10,0.298233922,3000,12,0,0,0,0
0,0.9999999,76,0,0.062484379,4000,2,0,0,0,0
0,0.007682192,41,0,0.309139387,6750,11,0,1,0,0
0,0,35,0,1.838390967,1416,7,0,1,0,0
0,0,49,0,0.290930506,4244,8,0,2,0,0
0,0.07810459,69,0,1.143283582,2009,8,0,2,0,0
0,0.073578595,58,1,0.414254439,4110,6,0,1,0,0
0,0,23,0,0,820,1,0,0,0,0
0,0.042552397,62,0,0.276386181,20000,14,0,2,0,2
0,0.200642993,55,0,0.566456868,2700,10,0,1,0,0
1,0.874251497,30,0,0.150837989,3400,4,1,0,1,4
0,0,26,0,0.131247284,2300,2,0,0,0,0
0,0.454971915,46,1,0.016921775,13000,10,0,0,0,1
0,0.297349049,46,1,0.380945579,7000,9,0,2,0,5
0,0.037780966,71,0,0.230968858,3467,8,0,0,0,0
0,0,50,0,1.21973408,7144,13,0,4,0,1
0,0.9999999,62,1,0.355881373,3000,1,0,1,0,1
0,0.8765622,50,0,0.446730006,10840,4,0,2,0,4
0,0.075620703,52,3,0.985605758,2500,5,0,2,0,0
0,0.030539259,72,0,0.075984803,5000,11,0,0,0,0
0,0.336342224,60,0,0.267715259,18500,14,0,2,0,1
0,0.074738275,58,0,0.374635285,5140,5,0,2,0,0
0,0.494721176,41,0,0.311084446,6666,7,0,1,0,1
0,0.905760918,37,2,0.120297148,8345,15,0,0,0,0
0,0,56,0,0.150618512,16086,7,0,2,0,7
0,0.17921396,30,0,0.135912288,4833,7,0,0,0,0
0,0.854067816,39,1,0.225746762,7565,5,0,2,0,0
0,0.035687238,63,0,0.009672831,7029,9,0,0,0,0
0,0.012666244,85,0,164,0,8,0,0,0,0
1,0.9999999,29,0,0.1919364,1760,2,1,0,0,0
1,0.736723641,61,3,0.722875287,7400,14,1,3,1,0
0,0,65,0,0.088,11249,7,0,1,0,0
0,0.787821218,46,0,0.728317921,4000,6,0,2,0,4
0,0.03524973,70,0,0.005332622,7500,9,0,0,0,0
0,0.086737549,40,0,0.123668768,4600,10,0,1,0,2
0,0.000716045,76,0,0.000268649,11166,9,0,0,0,0
0,0.385961404,64,0,0.445093817,3250,5,0,1,0,0
1,1.192101414,48,2,0.941223511,2500,13,1,1,0,2
0,0.352516387,27,0,0.353719494,3400,7,0,0,0,0
0,7.25e-05,69,0,0.379888268,3400,13,0,1,0,0
0,0.376665119,45,0,0.412123106,6400,8,0,1,0,0
0,0.008353164,40,0,0.065586883,5000,5,0,0,0,2
0,0.112844358,45,0,0.341184313,9000,10,0,1,0,3
0,0.381511,35,0,0.439567048,3325,13,0,1,0,1
0,0.000399982,48,0,0,12670,2,0,0,0,0
0,0.140508034,36,0,0.087576035,12000,21,0,0,0,0
0,0.422577423,22,0,0.003635262,3300,2,0,0,0,0
0,0.190695831,70,0,0.333730064,4200,7,0,0,0,0
0,0.031530086,59,0,0.003736996,9900,3,0,0,0,0
0,0.061579881,44,0,0.239957717,7567,16,0,1,0,0
0,0.021575514,45,0,0.46299447,4701,5,0,1,0,3
0,0.058520449,72,0,0.387576553,8000,15,0,2,0,0
0,0.9999999,31,0,0,3000,0,0,0,0,1
0,0,47,0,0.435893604,6691,7,0,3,0,3
0,0.27264849,55,0,132,0,4,0,0,0,0
0,0.021720426,61,0,0.656671664,2000,7,0,1,0,0
0,0.522603853,54,0,0.475775927,5283,17,0,0,0,0
0,0.160901777,68,0,0.114945322,12344,7,0,2,0,0
0,0.046143378,44,0,0.385047385,8546,11,0,1,0,3
0,0.20559476,43,0,940,0,8,0,0,0,3
0,0,50,1,0.343603346,4900,6,1,1,0,2
0,0.003178458,82,1,0.06805961,6508,7,0,1,0,1
0,0.647041221,61,2,0.108861392,8000,8,0,0,0,0
0,0.017136373,66,0,0.289183223,17666,17,0,2,0,1
0,0,50,1,0.32016893,17521,9,0,2,0,3
0,0.081614871,49,0,0.172797585,5300,5,0,1,0,1
0,0.041004229,29,1,0.316184191,6666,12,0,1,0,0
0,0.040309844,50,0,0.585235794,6000,15,0,3,0,1
0,0.02089791,38,0,0.962507811,4800,3,0,2,0,2
0,0.262403669,46,0,0.649484536,3200,13,0,1,0,2
0,0.116667538,42,0,0.193883225,10789,6,0,1,0,2
0,0.745518177,30,5,1.613846538,4000,13,0,3,1,0
0,0.438744899,55,0,0.174350649,6159,3,0,0,0,0
1,0,51,1,0.160167966,5000,11,1,1,0,1
0,0.510595924,54,1,0.615242616,3791,15,0,0,0,0
0,0,78,1,0,8000,4,0,0,0,0
0,0.009141986,42,0,0.001427552,1400,2,0,0,0,0
0,0.022274354,52,0,0.299324039,4733,7,0,2,0,2
0,0.143051589,46,0,0.118141311,7854,20,0,0,0,0
0,0.275920196,44,0,0.188043142,42000,19,0,4,0,0
0,0.689613851,36,0,0.361927614,5000,12,0,1,0,0
0,0.9999999,43,0,0.139457401,2100,2,0,0,0,0
0,0.139563949,48,0,0.63551617,8688,6,0,3,0,0
0,0.283923804,59,0,0.449965912,13200,12,0,2,0,1
0,0.062063626,65,0,0.324505048,7626,11,0,3,1,0
0,0.063446596,48,0,0.179042794,7500,10,0,0,0,2
0,0.015277353,73,0,0.060554612,5300,11,0,0,0,1
0,0.303986925,64,0,0.212642473,14300,11,0,1,0,1
0,0.044632937,49,1,0.100341136,8500,8,0,1,0,4
0,0.013387549,51,0,0.363818091,2000,9,0,1,0,0
0,0.9999999,41,0,0.2137977,6000,5,0,0,0,2
0,0.037999441,62,0,0.170023075,9533,5,0,1,0,0
0,0.01032434,58,0,0.406998793,5800,11,0,2,0,0
0,0.045178057,35,1,0.086289042,17000,9,0,0,0,0
0,0.432097609,45,0,0.376058462,8620,9,0,1,0,0
0,0.618480341,35,2,0.480108311,4800,7,0,1,1,0
1,0.434922911,43,2,1.239349149,8050,13,0,6,0,4
0,0.041177101,70,0,0.002986648,11383,8,0,0,0,0
0,0.107133054,57,0,0.580204778,5273,7,0,2,0,4
0,0.021918489,49,0,0.11363369,8500,8,0,1,0,0
1,0.9999999,32,0,0.186362014,2800,3,0,0,0,1
0,0.007984032,21,0,0,2500,1,0,0,0,0
0,0.9999999,29,0,0,3750,0,0,0,0,0
0,0.069591528,57,2,0.06769259,10916,10,0,1,0,0
1,1.113592,41,3,0.699327395,5500,10,2,2,2,2
0,0.359660085,46,0,0.165611463,3000,6,0,1,0,1
0,0.757353195,45,0,0.09598676,7250,5,0,0,0,0
1,0.872221703,55,2,0.42193087,7550,5,0,2,0,0
1,0.016353693,73,0,0.020395921,3333,8,0,0,0,0
0,0.075175488,64,0,0.105886168,18500,10,0,1,0,1
0,0.044464535,55,0,0.227193202,4000,4,0,1,0,2
1,0.459882028,58,3,1.181818182,4300,10,1,2,3,0
0,0.024716822,44,0,0.210775607,5066,12,0,1,0,0
0,0.883978758,65,1,0.379231538,7000,16,0,0,0,1
1,1.01779822,44,2,0.465957985,3950,4,0,1,0,0
0,0.021047285,52,0,0.006963042,5600,6,0,0,0,1
0,0.137100696,42,0,0.264952687,5600,13,0,1,0,0
0,0.124825002,50,0,0.362704662,8000,13,0,2,0,4
0,0.170342529,34,0,0.420526491,3000,6,0,1,0,1
0,0.809977501,52,0,0.456382002,9800,11,0,2,0,1
0,0.012510833,54,0,0.003548459,4508,6,0,0,0,0
0,0.086460416,27,0,1.055530875,2250,7,0,2,0,0
0,0.797843862,64,4,0.529258652,10372,28,0,1,0,0
0,0.010980921,85,0,0.000477145,10478,4,0,0,0,0
0,0.518812324,49,0,0.40291177,5700,11,0,2,0,2
1,1.271080575,31,3,0.035988004,3000,4,1,0,0,0
0,0,21,0,0,845,1,0,0,0,0
1,0.523462094,47,2,0.569574734,6395,11,0,1,0,2
0,0.237812935,37,0,0.941924959,3064,9,0,1,0,0
0,0.20789636,41,0,0.227537332,3950,15,0,0,0,1
0,0.456707889,46,0,0.572755764,8933,12,0,2,0,0
0,0.9999999,25,0,0,2052,0,0,0,0,2
0,0.003212394,80,0,0.212039159,4800,7,0,1,0,0
0,0.235300348,66,2,0.615639001,9373,21,0,8,0,0
0,0.024056444,69,0,0.0199877,3251,8,0,0,0,0
0,0.006624404,82,0,0.296360485,7500,19,0,3,0,0
0,0.760098477,48,0,0.412979001,8428,9,0,1,0,1
1,0.556851426,53,1,0.615190385,9900,14,0,3,0,0
0,0.489552283,68,0,1465,1,14,0,2,0,0
0,0,62,0,0.016736402,716,6,0,0,0,0
0,0.794160292,42,0,0.417471651,16666,6,0,3,0,2
0,0,67,0,0.319170207,4000,7,0,1,0,0
0,0.929907009,32,0,1.001537279,1300,4,0,2,0,0
0,0.981648138,44,0,0.507761115,3800,8,0,1,0,2
0,0.9999999,47,1,0.625791403,3000,4,0,1,0,0
0,0.271052296,48,0,0.479380155,4000,7,0,1,0,1
0,0.318531575,40,0,0.435403908,3428,8,0,1,0,0
0,0.002008114,65,0,0.269137303,6583,10,0,1,0,2
0,0.910202993,53,0,0.415896026,4000,11,0,1,0,0
0,0.058788279,65,0,0.227888523,10333,14,0,2,0,0
0,0.047295283,45,0,0.385058391,6250,20,0,1,0,0
0,0.007199778,35,0,0.219296304,4518,8,0,1,0,2
0,0.006589519,80,0,0.171261248,7000,12,0,1,0,1
0,0,26,0,0.180519851,3500,6,0,0,0,0
0,0.035992801,25,0,0.209916034,2500,4,0,0,0,0
0,0,32,0,0.286844708,3032,5,0,0,0,0
1,0.091155922,39,0,0.447712691,12000,10,0,2,0,2
0,0,71,0,0.018902038,6083,8,0,0,0,0
0,0.103697408,51,0,0.767209369,3500,6,0,2,0,0
0,0.130948919,46,1,0.161315132,5200,8,0,0,0,4
0,0.060733396,61,0,0.008549573,20000,8,0,0,0,0
0,0.472428953,34,1,0.428702011,4375,14,0,1,0,0
0,0.239725539,48,0,0.158526135,3500,8,0,0,0,0
0,0.389299603,60,0,0.351011347,4053,8,0,1,0,2
0,0.00576584,63,0,0.10336208,8000,8,0,1,0,1
0,0.170497148,33,0,0.055352353,4100,3,0,0,0,0
0,0.023274856,70,0,0.758496601,2500,9,0,1,0,1
0,0.726012744,48,0,1.101559376,2500,7,0,2,0,1
0,0.191787936,57,0,0.441010725,5500,15,0,2,0,0
0,0.001970957,69,0,0.000453309,4411,6,0,0,0,1
0,0.585616768,28,0,0.164552623,2916,6,0,0,0,0
0,1.000062496,36,0,0.241939515,4000,2,0,0,0,0
0,0.691237478,39,2,0.289852588,5833,16,0,0,0,1
0,0.327479495,46,0,0.605499673,16800,26,0,6,0,1
0,0.972342552,55,1,0.291200647,7420,7,0,2,0,0
0,0.051806251,71,0,0.013678019,7310,5,0,0,0,0
0,0.290300964,67,0,0.325188175,9166,16,0,2,0,1
0,0.289707521,59,2,1.015733626,5465,12,0,1,0,0
0,0.162519962,62,0,0.444753829,7900,10,0,2,0,1
1,0.980868025,42,5,0.415362898,8500,20,0,1,0,1
0,0.100031358,47,0,0.299212598,8000,15,0,1,0,1
0,0.664127037,47,0,0.632398249,6166,5,0,2,0,0
0,0.892783038,43,0,0.555760709,10831,15,0,1,0,2
1,0.481768996,45,1,0.232706917,2500,10,0,0,0,2
0,0.863427315,52,0,0.081447141,11000,5,0,0,0,0
0,0.050167805,71,0,0.048634244,1500,10,0,0,0,0
1,0.266617293,26,0,0.133243607,5200,5,0,0,0,2
0,0.047837952,25,0,0.074965925,2200,7,0,0,0,0
0,0.083442514,58,0,0.336864185,9534,17,0,3,0,1
0,0.056805507,81,0,0.276778063,3500,6,0,2,0,0
0,0.045954046,24,0,0.00062461,1600,2,0,0,0,0
0,0.076287057,62,0,0.531764344,6500,10,0,3,0,0
0,0.794172261,33,0,0.331556148,3000,12,0,0,0,0
0,0,58,0,0.016126235,5766,7,0,0,0,0
0,0.049480393,61,0,0.692250373,1341,9,0,1,0,0
0,0.028473215,55,0,0.443740686,2683,13,0,1,0,0
1,0.920203735,60,0,0.698884758,2420,10,0,2,1,0
0,0.94869937,70,0,0.210213456,3700,6,0,0,0,0
0,0.9999999,54,1,0.097073259,5500,4,0,0,0,1
0,0.346970458,39,0,0.096829477,2333,3,0,0,0,0
0,0.264878839,60,0,0.305337195,9667,7,0,2,0,1
1,0.514925787,46,4,0.44699021,4800,9,0,1,1,2
0,0.290115092,57,1,0.307206431,3482,8,0,0,0,1
0,0.129172184,35,1,0.415940224,4014,12,1,2,0,0
0,0.958080148,38,0,1.020638349,4166,7,0,1,0,0
0,0,55,0,0.283893009,12000,11,0,2,0,2
0,0.150746574,76,1,0.540272986,6666,16,0,2,0,0
0,0.188085172,37,1,0.562072988,6000,17,0,2,0,0
0,0.721751944,42,0,0.612659933,7424,13,0,2,0,3
1,1.035964036,43,2,0.354019159,2400,10,2,1,1,0
0,0.481655199,37,1,0.515853177,7600,8,0,2,0,2
0,0.825514527,52,0,0.543677847,11000,21,0,1,0,0
0,0.165380615,44,1,0.443953086,5200,14,0,1,0,0
0,0.046380284,55,0,0.364775328,8300,10,0,3,0,2
0,0.327660096,38,0,0.134573849,6018,5,0,0,0,0
0,0.135557624,35,0,0.170491475,20000,6,1,1,0,1
0,0.462475946,35,0,0.889622076,5000,16,0,1,0,0
0,0.021314777,49,0,0.448609732,12083,15,0,2,0,2
0,0.237866137,70,0,0.474905019,5000,19,0,2,0,0
0,0.061693482,37,0,0.157656087,8600,9,0,1,0,0
0,0.771990001,46,0,0.543758967,3484,8,0,0,0,0
0,0.413742668,86,0,0.607441154,3950,8,0,1,0,1
0,0.932527694,46,1,0.418045916,7491,12,0,1,0,3
0,0.808595702,37,0,0.090275674,3300,2,0,0,0,0
0,0.285407604,42,0,0.114481278,7450,7,0,0,0,3
0,0.9999999,47,2,0.239479079,8292,8,0,1,0,3
0,0.9999999,33,0,0.362349021,2400,2,0,0,0,1
0,0.018396321,31,0,0.058045792,3100,6,0,0,1,0
0,0.042626423,46,0,1.128766141,2787,9,0,2,0,2
0,0.667771474,27,0,0.274493002,3500,8,0,0,0,2
0,0.981455064,26,0,0.19575177,2400,3,4,0,0,1
0,0.008556745,48,0,0.246737663,6666,5,0,2,0,1
0,0.542326071,42,0,0.472984749,4589,5,0,1,0,1
0,0.036655105,49,0,0.489031488,6700,11,0,1,0,2
0,0.030173038,64,0,0.17386957,9000,8,0,1,0,0
0,0.678338132,66,0,0.31992002,4000,4,0,0,0,0
0,0.2116659,38,0,0.184847812,4500,7,0,0,0,0
1,0.169800104,47,0,0.615676865,5000,14,0,2,0,0
0,0.481037924,24,0,0.013972056,500,1,0,0,0,0
0,0.875886214,68,0,0.471125668,5800,8,0,1,0,0
0,1.000135117,58,0,0.287234043,1409,8,0,0,0,2
0,1.045814244,34,2,0.259223994,4200,3,0,0,0,3
0,0.238982281,23,0,0.007774898,2700,2,0,0,0,0
0,0.104611361,56,0,0.251474853,10000,8,1,2,0,5
0,0.031693564,33,0,0.823044239,4000,11,0,5,0,1
0,0.258182528,31,0,0.371764706,424,2,0,0,0,0
0,0.045113443,45,0,0.446271777,7174,9,0,2,0,2
0,0.144761845,56,0,0.159128021,12247,14,0,2,0,2
1,1.898004435,41,0,0.495292597,5416,3,5,1,1,3
0,0.437480188,30,0,0.473914402,3200,13,0,1,0,0
0,0.049644608,67,0,0.65897651,2383,11,0,1,0,0
0,0.144441414,31,0,0.531604813,5900,3,0,2,0,0
0,0,47,0,0.234141201,9489,8,0,2,0,2
0,0.015415765,60,0,0.001817851,5500,4,0,0,0,0
0,0.836363233,62,0,0.351421727,9600,9,0,1,0,1
0,0.058802438,51,0,0.594975647,3900,13,0,2,0,2
0,0.047814322,68,0,0.247135316,15533,17,0,2,0,1
0,0.567252457,42,0,0.385918004,6731,8,0,1,0,3
0,0.129522859,62,0,0.173139535,8599,12,0,1,0,0
0,0.176878452,55,0,0.390180879,2708,8,0,1,0,0
0,0.9999999,63,0,0.046051415,5406,1,1,0,0,0
0,0.074086775,59,0,0.15805043,7098,11,0,1,0,0
0,0.854915146,33,0,1.134966258,4000,11,0,1,0,1
0,0,31,0,0.13049579,4275,3,0,0,0,0
0,0.009277262,33,0,0.440275539,6822,10,0,1,0,1
0,0.048662122,64,0,0.017330445,6000,9,0,0,0,0
0,0,41,0,0.989526303,4200,8,0,2,0,2
0,0,32,0,0.001129305,1770,6,0,0,0,0
0,0.158684453,72,0,0.14183722,2100,11,0,0,0,1
0,0.000693849,46,0,0.303874308,5600,10,1,2,0,3
0,0.085190281,56,0,0.01317041,13666,12,0,0,0,0
0,0.878033077,46,0,0.743815656,2950,8,0,0,0,0
0,0.910746162,36,0,0.217413085,9980,11,0,1,0,3
0,0.022285812,79,0,0.146780429,7500,11,0,1,0,0
0,0.20532685,38,0,0.489358663,7000,11,0,2,0,1
0,0.309421154,37,0,0.944751381,3800,8,0,2,1,1
0,0.989150542,58,0,0.937381404,1580,4,0,0,0,0
0,0.14248708,49,1,0.476910933,7600,15,0,1,0,2
1,0.830632561,43,1,0.835431518,6592,20,0,1,0,0
0,0.161541074,68,0,37.82370047,2750,8,0,4,0,0
0,0.352610308,40,0,253,0,4,0,0,0,0
0,0.070101042,82,0,0.017746229,2253,3,0,0,0,0
0,0.975012494,44,0,0.421857088,2616,7,0,2,0,2
0,0.019377527,60,1,0.25419882,6608,15,2,1,0,0
0,0.573472789,55,0,0.328457447,5263,7,0,2,0,0
0,0.019984428,65,0,0.163524169,11667,7,0,1,0,2
0,0.60990745,39,1,0.234301781,3200,4,1,0,0,5
0,2.641791045,35,1,0.194451387,4000,5,1,0,3,0
0,0.058849019,50,0,0.392022358,7871,7,0,1,0,3
0,0.01285573,41,0,1.738491675,4083,5,0,3,0,1
0,0.255900106,39,0,0.473582862,8308,13,0,3,0,2
0,0.027257185,74,0,0.257028112,19670,7,0,2,0,0
0,0.065386865,67,0,3.489351065,10000,29,0,18,0,0
0,0.279576275,61,0,0.331777778,4499,7,0,1,0,0
1,0.893900564,37,1,0.096197595,3076,4,1,0,0,0
0,0.125015459,62,0,0.300958988,4900,7,0,1,0,0
0,0.038902018,40,0,0.282189137,7253,4,0,1,0,2
0,0.0600287,38,0,0.775215297,6850,10,0,2,0,1
1,0.945928825,38,0,0.700085958,12796,9,0,3,0,2
0,0.07066655,43,0,0.420803783,2537,8,0,1,0,3
1,0,71,1,0.141428991,3400,9,2,0,0,0
0,0,66,0,0.146713322,4000,8,0,0,0,0
0,0.0291711,59,0,0.241582008,15650,16,0,2,0,2
0,0.098945053,48,0,0.354303808,12000,6,0,2,0,3
0,0.259042145,53,0,5.409530157,3000,23,0,0,0,0
1,0.359614193,52,2,0.750296209,3375,12,0,2,1,2
0,0.240334081,40,0,0.241639818,9000,12,0,1,0,0
0,0.483379297,47,0,0.541908276,5690,14,0,2,0,2
0,0,27,0,0.016662699,4200,5,0,0,1,0
0,0.003685689,50,0,0.001925669,5192,10,0,0,0,0
0,0.417296032,38,0,0.668368432,4700,3,0,1,0,2
1,0.96310369,60,0,0.123908878,4696,11,0,0,0,0
0,0.438432266,67,2,1.564596717,1400,8,0,0,0,0
0,0.308867112,43,0,0.191476156,29000,15,0,3,0,4
0,0.021552814,65,0,0.229328366,9662,19,0,1,0,0
0,0.259666918,41,1,0.368285029,5416,13,0,2,0,2
0,0.308218723,51,1,0.183559625,9500,11,0,2,0,0
0,0.2156312,70,0,0.333068489,6292,13,0,1,0,0
0,0.311133754,46,0,0.441948502,28000,20,0,6,0,2
0,0.101176877,50,0,0.447265625,8703,19,0,1,0,1
0,0.260486762,72,0,0.247796786,3857,6,0,1,0,0
0,0,44,0,0.871170623,4928,10,0,2,0,2
0,0.061048474,52,0,0.100302982,6270,4,0,0,1,1
0,0.422592098,58,2,0.214348206,8000,17,0,2,0,0
0,0.103631917,67,0,0.581604599,4000,15,0,2,0,0
0,0,40,1,0.144798042,8169,9,0,0,0,1
0,0.102445232,68,0,0.274105127,3100,9,0,1,0,0
0,0.975133014,43,2,0.458885279,4000,4,0,1,0,2
0,0.136089578,35,0,0.328180737,9250,5,0,2,0,2
0,0.181872725,51,0,0.256974303,10000,4,0,1,0,0
0,0.9999999,34,0,0.280307186,7291,4,0,1,0,2
0,0.982230673,58,0,0.579673136,3915,5,0,0,0,0
0,0.558295436,47,2,0.65526971,6024,15,0,2,0,2
0,0.896236792,43,0,0.486566485,8783,8,0,4,0,1
0,0.673742501,62,1,0.524119948,2300,2,1,1,0,0
0,0.054198645,56,0,0.213914849,8666,5,0,1,0,1
0,0.020449489,53,0,0.269033909,3125,7,0,1,0,0
0,0.783804506,52,0,0.805872412,4733,14,0,2,0,3
0,0.040522214,50,0,0.229380242,8583,10,0,2,0,2
0,0.077358439,44,0,0.324267573,10000,10,0,2,0,0
0,0.518609028,39,0,0.460482927,9400,8,0,2,0,4
0,0.584210329,50,0,0.190307049,12668,10,0,2,1,0
0,0.03170577,54,0,0.257096869,6833,5,0,1,0,0
0,0.001249938,95,0,0,1666,2,0,0,0,0
0,0.014636054,62,0,866,0,12,0,1,0,0
1,0.342119615,26,0,0.776931861,2626,8,0,1,0,0
0,0.159337288,41,1,0.185017232,5512,17,0,0,0,1
0,0.002077043,55,0,0.00057132,5250,9,0,0,0,0
0,0.028224085,48,0,0.78139382,6083,10,0,3,0,2
0,0.077809798,54,0,0.386389075,4466,10,0,2,0,0
0,0,60,0,0,6000,2,0,0,0,1
0,0.651677841,59,0,0.520622136,7200,7,0,1,0,0
0,0.018753791,81,0,0.009703029,3400,9,0,0,0,0
1,0.943891214,57,3,0.837265094,2500,20,0,0,0,0
0,0.898315703,70,0,0.512953368,5210,14,0,1,0,0
0,0.847279669,50,0,0.312157369,3100,3,0,0,0,1
0,0.020385002,60,0,0.003999429,7000,5,0,0,0,0
0,0.081091891,44,0,0.417173983,3120,4,0,2,0,0
0,0.416230422,68,0,0.278052491,5257,7,0,1,0,1
0,0.261635998,36,0,0.145317337,5167,6,0,1,0,2
0,0.019981455,47,0,0.299503834,6650,15,0,1,0,2
0,0.138849419,77,0,0.123334766,6980,7,0,1,0,0
0,0.459624601,48,0,0.590822483,6297,15,0,1,0,1
0,0.726870113,46,0,0.235648589,6305,10,0,1,0,2
0,0.243978784,40,0,0.45697965,2800,8,0,2,0,0
0,0,48,0,0.515747375,6000,13,0,1,0,0
0,0.518651241,53,0,0.207738542,5323,8,0,0,0,0
0,0.135100263,35,0,0.630557516,2833,10,0,2,0,2
0,0.107696732,40,0,0.208106067,11916,8,0,2,0,1
0,0.224500347,64,0,0.625175668,4980,9,0,1,0,0
0,0.319714166,42,0,0.352960894,8949,6,0,2,0,2
0,0.903760492,61,0,0.308211027,10083,8,0,1,0,2
0,0.263542012,31,0,0.28512497,4120,9,0,0,0,0
0,0.01123955,32,0,0.16153602,3150,6,0,0,0,0
0,0.052358939,59,0,0.141473082,9082,4,0,1,0,0
0,0.129262632,27,0,0.00314911,6350,4,0,0,0,2
0,0.118588927,54,0,0.072372865,10362,8,0,1,0,0
0,0.246737663,80,0,0.145752221,10016,8,0,1,0,0
0,0.002735043,46,2,0.168187744,2300,5,0,0,0,0
0,0.183881612,37,0,0.595015576,8666,6,0,3,0,1
1,0,27,0,0,2300,2,0,0,0,0
0,0.044675548,74,0,0.299080368,2500,5,0,1,0,0
0,0.117133186,31,0,0.263956007,6000,6,0,1,0,1
0,0.292134831,28,1,0.200782269,2300,3,0,0,0,1
0,0.119860595,51,0,0.644208583,6500,12,0,2,0,2
0,0.050147493,63,0,0.300708562,15100,7,0,2,0,0
0,0.381035435,72,1,1.540918164,1001,13,0,0,0,0
0,0.046821182,55,0,0.23733898,17000,7,0,2,0,0
